station_id,station_name,location,twd67_lat,twd67_lon,wgs84_lat,wgs84_lon,distance_km,temperature
CAHA00,消防署訓練中心,南投縣竹山鎮,23.82313,120.7148,23.82137,120.72293,0.8498358252346648,16.6
467480,嘉義,嘉義市西區,23.497684,120.424796,23.495925,120.432906,0.8498307934759542,17.7
CAG080,西濱S189K,彰化縣芳苑鄉,23.989603,120.361463,23.987857,120.369607,0.8498270611277143,16.9
A2K630,雲林臺大,雲林縣虎尾鎮,23.732381,120.415777,23.730628,120.423903,0.8498224745097019,16.9
CAQ020,國三S415K,屏東縣竹田鄉,22.569782,120.519952,22.568,120.528,0.8497890104367125,20.2
C2K310,港尾布雞,雲林縣崙背鄉,23.750092,120.376263,23.74834,120.38439,0.8497865890751491,17.0
C2R980,竹田國中,屏東縣竹田鄉,22.617101,120.516069,22.61532,120.52412,0.8497864256907806,21.4
V2K610,大庄合作社,雲林縣二崙鄉,23.80855,120.359808,23.8068,120.367939,0.8497698681512669,17.1
CAQ030,崎峰國小,屏東縣林邊鄉,22.427434,120.487171,22.42565,120.49521,0.8497686311135453,-99.0
C2K620,馬光農場,雲林縣虎尾鎮,23.723205,120.370739,23.721453,120.378864,0.8497545615718394,16.2
CAQ010,國三N425K,屏東縣南州鄉,22.482061,120.523624,22.480277,120.531666,0.849751831333921,20.2
C2V580,瑞山,高雄市內門區,22.904811,120.42617,22.90304,120.43424,0.8497293071239822,17.7
CAN060,國三S311K,臺南市白河區,23.34815,120.430789,23.346388,120.438888,0.8497252348234903,16.8
V2C250,八德合作社,桃園市八德區,24.939471,121.258178,24.93775,121.266389,0.8497208014158243,-99.0
C2O930,玉井,臺南市玉井區,23.127833,120.452472,23.126042,120.46055,0.8497151829933978,18.1
A2N290,蘭花園區,臺南市後壁區,23.342018,120.371562,23.340258,120.379661,0.8497111436973981,18.0
C2M9D0,何竹子腳,嘉義縣民雄鄉,23.538166,120.373918,23.53641,120.38203,0.849705066139505,17.4
CAG100,王功漁港,彰化縣芳苑鄉,23.969984,120.317718,23.96824,120.32586,0.8497011193703466,-99.0
C2K300,鹿南,雲林縣元長鄉,23.640303,120.355481,23.63855,120.3636,0.8496962128929328,17.3
CAL030,國一N268K,嘉義縣水上鄉,23.46259,120.367726,23.460833,120.375833,0.8496959937624347,16.8
C2K290,崙內,雲林縣土庫鎮,23.697001,120.347887,23.69525,120.35601,0.8496925736040355,17.1
CAL020,國一S262K,嘉義縣民雄鄉,23.51409,120.394928,23.512333,120.403038,0.8496794052929194,16.8
C2R170,屏東,屏東縣屏東市,22.662048,120.485974,22.660269,120.494027,0.8496713084068176,20.6
C2K250,崙背,雲林縣崙背鄉,23.757278,120.310803,23.75553,120.31893,0.8496402798051526,16.9
CAG090,西濱N210K,彰化縣大城鄉,23.845282,120.285103,23.843536,120.293236,0.8496381881247024,17.0
CAV280,國三S378K,高雄市田寮區,22.82773,120.407455,22.825958,120.415519,0.8496132268582344,17.6
CAN070,國三S329K,臺南市官田區,23.214538,120.347743,23.212777,120.355833,0.8496123058075339,17.6
C2N190,烏樹,臺南市後壁區,23.32569,120.361793,23.32393,120.36989,0.8496113353951099,17.8
CAN080,國三N336K,臺南市官田區,23.156484,120.336914,23.154722,120.345,0.8495891874354231,17.8
12Q970,東港工作站,屏東縣東港鎮,22.481778,120.458017,22.479997,120.466058,0.8495757378232847,21.4
C2M980,安和,嘉義縣新港鄉,23.515523,120.30782,23.51377,120.31593,0.8495684752451901,17.2
C2N160,西拉雅風管處,臺南市官田區,23.191241,120.327209,23.189481,120.335297,0.8495279879489752,18.1
V2K620,麥寮合作社,雲林縣麥寮鄉,23.755583,120.286657,23.753836,120.294783,0.8495262519740365,-99.0
CAN010,國一N288K,臺南市新營區,23.307846,120.281937,23.30609,120.290033,0.8495176051826824,17.2
CAL040,國一N273K,嘉義縣水上鄉,23.418417,120.346896,23.416666,120.355,0.8495139585048194,17.0
CAJ030,西濱N222K,雲林縣麥寮鄉,23.73948,120.248007,23.737734,120.256132,0.8495012932340089,17.0
CAP030,國一N351K,高雄市橋頭區,22.767602,120.320828,22.765833,120.328888,0.8494916314037271,-99.0
CAP020,國一S346K,高雄市岡山區,22.81399,120.306103,22.812222,120.314166,0.8494915930046414,18.5
CAN090,國三S342K,臺南市善化區,23.108456,120.319446,23.106694,120.327528,0.8494792204109524,17.7
C2N170,茅港尾,臺南市下營區,23.207857,120.254311,23.2061,120.2624,0.8494506666792107,18.1
CAP040,國一N361K,高雄市仁武區,22.682326,120.320557,22.680555,120.328611,0.8494455978523524,19.0
CAP010,國一S342K,高雄市路竹區,22.847321,120.286935,22.845555,120.295,0.8494426576952362,18.3
CAN140,六官養殖協會,臺南市六甲區,23.230568,120.29153,23.22881,120.29962,0.849438905195173,18.2
42HA10,萬大發電廠,南投縣仁愛鄉,23.980611,121.131497,23.978875,121.139639,0.8494320692340281,16.5
C2X060,下營,臺南市下營區,23.228563,120.248201,23.226806,120.256291,0.8494254025227866,17.9
CAN040,國一N323K,臺南市永康區,23.01355,120.241377,23.011789,120.249453,0.8494234134486751,18.2
467441,高雄,高雄市楠梓區,22.732201,120.304459,22.730432,120.312516,0.8494006317492532,18.9
C2K280,四湖,雲林縣四湖鄉,23.632147,120.219053,23.6304,120.22717,0.8493952050415465,17.2
C2M920,朴子農改,嘉義縣朴子市,23.47164,120.251277,23.469889,120.259383,0.8493883520734068,17.2
CAJ040,西濱S241K,雲林縣口湖鄉,23.625171,120.164529,23.623426,120.172646,0.8493872448364028,-99.0
467990,馬祖,連江縣南竿鄉,26.171145,119.914855,26.169467,119.923158,0.8493540611975934,10.9
A2K360,臺西水試,雲林縣臺西鄉,23.718974,120.182399,23.717231,120.190522,0.849353555474103,-99.0
CAL110,布袋國中,嘉義縣布袋鎮,23.360676,120.17216,23.35893,120.18026,0.8493401296753758,17.4
467420,永康,臺南市永康區,23.040146,120.228623,23.038386,120.2367,0.8493386951774828,18.7
CAP070,高雄燈塔,高雄市旗津區,22.616364,120.256631,22.614594,120.26468,0.8493067843002983,20.1
CAL090,西濱S257K,嘉義縣東石鄉,23.504025,120.163753,23.502278,120.171861,0.8492873694528595,17.4
467410,臺南,臺南市中西區,22.995039,120.196846,22.99328,120.20492,0.8492832813532755,-99.0
A2K570,古坑(花卉中心),雲林縣古坑鄉,23.6353,120.54428,23.63353,120.55239,0.8492707708719965,16.9
CAJ050,海口故事園區,雲林縣口湖鄉,23.577174,120.133097,23.57543,120.14121,0.8492596688755276,-99.0
CAA990,國一N039K,新北市泰山區,25.066207,121.373771,25.064433,121.381972,0.8492575693373154,14.4
CAN020,國一S306K,臺南市麻豆區,23.154587,120.222474,23.152831,120.230558,0.8492479519136786,17.3
CAN110,西濱S280K,臺南市北門區,23.30695,120.140816,23.3052,120.14891,0.8491711005033925,17.8
12J990,口湖工作站,雲林縣口湖鄉,23.591722,120.172281,23.589978,120.180394,0.8491704469974959,17.0
CAN130,水試所海水繁養殖中心,臺南市七股區,23.122553,120.071594,23.120802,120.079676,0.8491134242878355,18.3
CAN120,西濱N304K,臺南市七股區,23.10519,120.078614,23.103439,120.086694,0.8490183785087866,18.2
467300,東吉島,澎湖縣望安鄉,23.258999,119.659533,23.25727,119.66762,0.8482324485774169,20.0
CAN150,國一N315K,臺南市新市區,23.08526,120.24383,23.0835,120.251897,0.8480737977086941,17.7
C2W230,畜試所澎湖,澎湖縣西嶼鄉,23.630055,119.505094,23.628342,119.513206,0.848054966655277,18.2
467350,澎湖,澎湖縣馬公市,23.56722,119.554987,23.565503,119.563094,0.8480442974947535,19.2
CAD090,國三S103K,新竹市東區,24.76037,120.952631,24.75861,120.9608,0.847748401534035,15.8
CAH030,茶改場竹圍站,南投縣名間鄉,23.861844,120.629392,23.86008,120.6375,0.847521515319296,15.5
C2W030,金門(東),金門縣金湖鎮,24.450074,118.443627,24.448431,118.451786,0.8458509901254291,13.1
CAL080,國三N303K,嘉義縣中埔鄉,23.413742,120.444389,23.411969,120.452447,0.8455412932679234,16.8
467110,金門,金門縣金城鎮,24.408942,118.281127,24.407306,118.289281,0.8454518065995753,12.7
C2F000,大肚,臺中市大肚區,24.154667,120.564,24.15295,120.572117,0.8453904166777596,14.9
CAN100,國三S366K,臺南市關廟區,22.909476,120.343284,22.9077,120.3513,0.8444521364612774,17.3
CAL100,西濱S267K,嘉義縣東石鄉,23.417568,120.15477,23.41613,120.162872,0.8420226499055433,17.5
467571,新竹,新竹縣竹北市,24.830335,121.006343,24.828575,121.01445,0.8412094286955212,16.2
468100,東沙島,高雄市旗津區,20.70252,116.722116,20.700856,116.73,0.840672701241261,21.6
72D680,新埔工作站,新竹縣新埔鎮,24.836,121.058,24.834444,121.066111,0.8365808648959184,15.9
469020,南沙島,高雄市旗津區,10.372116,114.356938,10.370203,114.364286,0.8313843918845989,-99.0
C2H950,中寮,南投縣中寮鄉,23.886278,120.758528,23.884447,120.766406,0.8264424404376896,16.1
C2A920,富貴角,新北市石門區,25.265556,121.557278,25.263783,121.565258,0.8263212400488003,14.2
C2F9A0,中竹林,臺中市太平區,24.105556,120.743333,24.103556,120.751061,0.815300525155382,15.0
C2A880,福隆,新北市貢寮區,25.019167,121.934167,25.017842,121.942083,0.8111223171727066,17.0
C2G840,北斗,彰化縣北斗鎮,23.879222,120.506528,23.877586,120.514222,0.8031782296996869,16.7
C2F860,梨山,臺中市和平區,24.245,121.237667,24.247522,121.243669,0.6700300348331019,9.3
